#x	y
15	0.0010452
30	0.0001269
45	0.0002716
60	0.0010125
75	0.0011934
90	0.0030435
105	0.0035403
120	0.0056378
135	0.0087119
150	0.013877
165	0.0116593
180	0.0173547
195	0.0209507
210	0.0299975
225	0.033847
240	0.0395515
255	0.0449399
270	0.0533483
285	0.0628448
300	0.0759544
315	0.097063
330	0.0976366
345	0.122041
360	0.130399
375	0.149881
390	0.180906
405	0.213437
420	0.224236
435	0.352543
450	0.411533
465	0.631452
480	0.482889
495	0.541268
510	0.696566
525	0.626623
540	0.68118
555	0.818787
570	0.85036
585	1.01079
600	1.08728
615	1.11396
630	1.25219
645	1.34224
660	1.52867
675	1.66332
690	1.75174
705	1.979
720	2.0746
735	2.79199
750	4.89588
