#x	y
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0.001
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0.001
107	0
108	0
109	0
110	0
111	0
112	0
113	0.001
114	0
115	0
116	0.001
117	0.001
118	0.001
119	0.001
120	0.001
121	0.001
122	0.001
123	0.002
124	0.001
125	0.002
126	0.001
127	0.001
128	0.001
129	0.001
130	0.001
131	0.001
132	0.001
133	0.001
134	0.002
135	0.001
136	0.001
137	0.002
138	0.001
139	0.001
140	0.002
141	0.001
142	0.001
143	0.002
144	0.003
145	0.001
146	0.002
147	0.002
148	0.001
149	0.001
150	0.002
151	0.002
152	0.002
153	0.003
154	0.002
155	0.002
156	0.003
157	0.003
158	0.002
159	0.002
160	0.005
161	0.003
162	0.003
163	0.002
164	0.003
165	0.008
166	0.003
167	0.003
168	0.003
169	0.003
170	0.003
171	0.003
172	0.003
173	0.004
174	0.003
175	0.003
176	0.003
177	0.004
178	0.004
179	0.004
180	0.005
181	0.004
182	0.004
183	0.003
184	0.004
185	0.004
186	0.004
187	0.007
188	0.007
189	0.007
190	0.007
191	0.005
192	0.004
193	0.005
194	0.004
195	0.006
196	0.005
197	0.004
198	0.005
199	0.005
200	0.006
201	0.007
202	0.006
203	0.007
204	0.008
205	0.006
206	0.007
207	0.008
208	0.009
209	0.006
210	0.006
211	0.007
212	0.011
213	0.008
214	0.007
215	0.008
216	0.012
217	0.008
218	0.007
219	0.008
220	0.009
221	0.009
222	0.008
223	0.008
224	0.016
225	0.008
226	0.01
227	0.01
228	0.009
229	0.009
230	0.008
231	0.014
232	0.008
233	0.009
234	0.01
235	0.009
236	0.008
237	0.01
238	0.01
239	0.009
240	0.01
241	0.01
242	0.011
243	0.012
244	0.012
245	0.011
246	0.014
247	0.014
248	0.01
249	0.012
250	0.012
251	0.015
252	0.017
253	0.017
254	0.022
255	0.013
256	0.013
257	0.012
258	0.016
259	0.013
260	0.012
261	0.014
262	0.016
263	0.017
264	0.013
265	0.042
266	0.014
267	0.013
268	0.015
269	0.014
270	0.02
271	0.016
272	0.015
273	0.018
274	0.022
275	0.021
276	0.016
277	0.018
278	0.017
279	0.017
280	0.017
281	0.017
282	0.019
283	0.021
284	0.019
285	0.022
286	0.019
287	0.024
288	0.022
289	0.026
290	0.024
291	0.02
292	0.019
293	0.027
294	0.019
295	0.019
296	0.021
297	0.021
298	0.023
299	0.023
300	0.022
301	0.021
302	0.034
303	0.022
304	0.025
305	0.028
306	0.034
307	0.036
308	0.023
309	0.031
310	0.024
311	0.024
312	0.028
313	0.028
314	0.03
315	0.039
316	0.039
317	0.039
318	0.038
319	0.027
320	0.026
321	0.029
322	0.033
323	0.029
324	0.032
325	0.03
326	0.03
327	0.034
328	0.03
329	0.034
330	0.038
331	0.074
332	0.035
333	0.038
334	0.031
335	0.036
336	0.041
337	0.036
338	0.034
339	0.036
340	0.033
341	0.038
342	0.038
343	0.046
344	0.042
345	0.05
346	0.036
347	0.043
348	0.042
349	0.046
350	0.041
351	0.041
352	0.041
353	0.044
354	0.045
355	0.054
356	0.054
357	0.064
358	0.053
359	0.053
360	0.052
361	0.05
362	0.054
363	0.044
364	0.04
365	0.052
366	0.053
367	0.053
368	0.058
369	0.057
370	0.043
371	0.041
372	0.051
373	0.054
374	0.055
375	0.056
376	0.053
377	0.05
378	0.062
379	0.072
380	0.058
381	0.08
382	0.063
383	0.061
384	0.058
385	0.062
386	0.058
387	0.061
388	0.055
389	0.059
390	0.056
391	0.066
392	0.071
393	0.06
394	0.059
395	0.058
396	0.071
397	0.061
398	0.057
399	0.056
400	0.076
401	0.068
402	0.059
403	0.06
404	0.068
405	0.067
406	0.084
407	0.063
408	0.072
409	0.073
410	0.07
411	0.081
412	0.086
413	0.08
414	0.08
415	0.072
416	0.069
417	0.078
418	0.073
419	0.076
420	0.085
421	0.075
422	0.082
423	0.082
424	0.092
425	0.087
426	0.09
427	0.082
428	0.077
429	0.089
430	0.082
431	0.082
432	0.086
433	0.089
434	0.089
435	0.086
436	0.094
437	0.081
438	0.089
439	0.098
440	0.093
441	0.091
442	0.09
443	0.118
444	0.095
445	0.107
446	0.105
447	0.103
448	0.1
449	0.104
450	0.101
451	0.1
452	0.123
453	0.102
454	0.107
455	0.094
456	0.113
457	0.105
458	0.131
459	0.12
460	0.11
461	0.123
462	0.133
463	0.157
464	0.147
465	0.119
466	0.115
467	0.126
468	0.116
469	0.121
470	0.119
471	0.139
472	0.127
473	0.121
474	0.133
475	0.141
476	0.134
477	0.128
478	0.141
479	0.127
480	0.136
481	0.138
482	0.125
483	0.146
484	0.128
485	0.138
486	0.134
487	0.139
488	0.149
489	0.141
490	0.148
491	0.135
492	0.188
493	0.151
494	0.261
495	0.152
496	0.192
497	0.186
498	0.175
499	0.198
500	0.166
