#x	y
32	0.00734827
45	0.00764306
64	0.00810242
90	0.0026085
128	0.0029428
181	0.0032722
256	0.000282641
362	0.000321675
512	0.000361825
724	0.000397821
1024	0.00042805
1448	0.000458688
2048	0.000466542
2896	0.000500726
4096	0.000531814
5792	0.000558975
8192	0.000571919
11585	0.000596229
16384	0.000615953
23170	0.000633524
32768	0.000648495
46340	0.000642662
65536	0.000607595
92681	0.000596697
131072	0.000488962
185363	0.00029106
262144	0.00023751
370727	0.000189955
524288	0.000161977
741455	0.000151224
1048576	0.000134444
1482910	0.000121241
2097152	0.000108868
2965820	9.59311e-05
4194304	8.19108e-05
5931641	6.96657e-05
8388608	5.82412e-05
11863283	4.77246e-05
16777216	3.84295e-05
23726566	3.06992e-05
33554432	2.43409e-05
47453132	1.9157e-05
67108864	1.49879e-05
94906265	1.16661e-05
134217728	8.96341e-06
189812531	6.91188e-06
268435456	5.3793e-06
