#x	y
1	1109
51	1311
101	17415
151	58228
201	146466
251	4.03665e+06
301	588665
351	2.77337e+06
401	3.9385e+06
451	1.81239e+07
501	3.30234e+07
551	4.9784e+07
601	6.51742e+07
651	8.32359e+07
701	9.22954e+07
751	1.41082e+08
801	1.79261e+08
851	2.16729e+08
901	2.64773e+08
951	3.08608e+08
