#x	y
32	0.0121581
45	0.00660569
64	0.00433767
90	0.0090761
128	0.00755144
181	0.00632033
256	0.0054245
362	0.00744527
512	0.00681616
724	0.00637858
1024	0.0059895
1448	0.00877389
2048	0.00837813
2896	0.00805343
4096	0.0076786
5792	0.00877739
8192	0.00813219
11585	0.00744852
16384	0.010454
23170	0.0116358
32768	0.0120721
46340	0.0127336
65536	0.0137996
92681	0.0155495
131072	0.0177338
185363	0.0212789
262144	0.0277082
370727	0.0396403
524288	0.0615073
741455	0.143692
1048576	0.201304
1482910	0.22843
2097152	0.282179
2965820	0.277584
4194304	0.278698
5931641	0.291293
8388608	0.277307
11863283	0.261239
16777216	0.250291
23726566	0.239179
33554432	0.23201
47453132	0.225704
67108864	0.222569
94906265	0.217594
134217728	0.21562
189812531	0.216145
268435456	0.216416
