#x	y
32	0.000422582
45	0.000372447
64	0.000429609
90	0.000379454
128	0.000377941
181	0.000380491
256	0.000375093
362	0.000369194
512	0.00036214
724	0.000359251
1024	0.000361292
1448	0.000356869
2048	0.000349074
2896	0.000350737
4096	0.000348472
5792	0.000345104
8192	0.000344363
11585	0.000337407
16384	0.000331207
23170	0.000327627
32768	0.000323766
46340	0.000316625
65536	0.000307963
92681	0.000294136
131072	0.000277676
185363	0.000263844
262144	0.000244383
370727	0.000222281
524288	0.000197747
741455	0.000172788
1048576	0.000146713
1482910	0.000122342
2097152	9.92913e-05
2965820	7.9215e-05
4194304	6.29411e-05
5931641	4.91584e-05
8388608	3.78906e-05
11863283	2.89078e-05
16777216	2.19495e-05
23726566	1.66711e-05
33554432	1.27191e-05
47453132	9.64565e-06
67108864	7.24184e-06
94906265	5.6573e-06
134217728	4.27624e-06
189812531	3.23829e-06
268435456	2.46202e-06
