#x	y
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0.001
100	0.001
101	0.001
102	0.001
103	0.001
104	0.001
105	0.001
106	0.001
107	0.001
108	0.001
109	0.001
110	0.001
111	0.001
112	0.001
113	0.001
114	0.001
115	0.001
116	0.001
117	0.001
118	0.001
119	0.001
120	0.001
121	0.001
122	0.002
123	0.002
124	0.002
125	0.002
126	0.002
127	0.002
128	0.002
129	0.002
130	0.002
131	0.002
132	0.002
133	0.002
134	0.002
135	0.002
136	0.002
137	0.002
138	0.002
139	0.002
140	0.003
141	0.002
142	0.003
143	0.003
144	0.003
145	0.003
146	0.003
147	0.003
148	0.003
149	0.003
150	0.003
151	0.003
152	0.004
153	0.003
154	0.003
155	0.003
156	0.003
157	0.004
158	0.004
159	0.004
160	0.004
161	0.004
162	0.004
163	0.004
164	0.006
165	0.006
166	0.004
167	0.006
168	0.005
169	0.005
170	0.006
171	0.007
172	0.005
173	0.005
174	0.005
175	0.007
176	0.005
177	0.006
178	0.007
179	0.007
180	0.007
181	0.006
182	0.006
183	0.006
184	0.006
185	0.007
186	0.006
187	0.008
188	0.008
189	0.01
190	0.008
191	0.008
192	0.008
193	0.008
194	0.008
195	0.009
196	0.021
197	0.007
198	0.009
199	0.01
200	0.008
201	0.011
202	0.011
203	0.011
204	0.012
205	0.011
206	0.012
207	0.011
208	0.013
209	0.012
210	0.01
211	0.011
212	0.01
213	0.012
214	0.014
215	0.012
216	0.012
217	0.011
218	0.013
219	0.015
220	0.014
221	0.014
222	0.016
223	0.013
224	0.013
225	0.014
226	0.016
227	0.015
228	0.015
229	0.015
230	0.018
231	0.016
232	0.014
233	0.018
234	0.017
235	0.014
236	0.014
237	0.017
238	0.018
239	0.017
240	0.017
241	0.02
242	0.024
243	0.02
244	0.02
245	0.017
246	0.02
247	0.02
248	0.018
249	0.022
250	0.02
251	0.028
252	0.026
253	0.029
254	0.032
255	0.024
256	0.022
257	0.025
258	0.02
259	0.022
260	0.023
261	0.02
262	0.024
263	0.027
264	0.024
265	0.025
266	0.021
267	0.027
268	0.025
269	0.031
270	0.026
271	0.026
272	0.028
273	0.025
274	0.024
275	0.025
276	0.026
277	0.031
278	0.036
279	0.034
280	0.029
281	0.028
282	0.03
283	0.032
284	0.036
285	0.038
286	0.035
287	0.03
288	0.033
289	0.029
290	0.033
291	0.035
292	0.034
293	0.031
294	0.029
295	0.035
296	0.038
297	0.038
298	0.036
299	0.033
300	0.036
301	0.031
302	0.037
303	0.041
304	0.042
305	0.038
306	0.04
307	0.038
308	0.043
309	0.039
310	0.042
311	0.037
312	0.044
313	0.043
314	0.046
315	0.043
316	0.044
317	0.056
318	0.055
319	0.044
320	0.041
321	0.044
322	0.046
323	0.042
324	0.047
325	0.048
326	0.053
327	0.047
328	0.046
329	0.047
330	0.049
331	0.053
332	0.049
333	0.056
334	0.054
335	0.061
336	0.057
337	0.056
338	0.057
339	0.059
340	0.058
341	0.049
342	0.057
343	0.057
344	0.062
345	0.061
346	0.063
347	0.074
348	0.07
349	0.077
350	0.07
351	0.068
352	0.061
353	0.066
354	0.068
355	0.071
356	0.06
357	0.067
358	0.071
359	0.07
360	0.066
361	0.07
362	0.072
363	0.077
364	0.074
365	0.066
366	0.103
367	0.083
368	0.081
369	0.117
370	0.073
371	0.092
372	0.088
373	0.079
374	0.076
375	0.078
376	0.075
377	0.09
378	0.088
379	0.106
380	0.111
381	0.106
382	0.112
383	0.087
384	0.08
385	0.091
386	0.092
387	0.083
388	0.087
389	0.096
390	0.079
391	0.088
392	0.085
393	0.082
394	0.086
395	0.096
396	0.099
397	0.088
398	0.087
399	0.103
400	0.108
401	0.106
402	0.095
403	0.101
404	0.097
405	0.101
406	0.097
407	0.097
408	0.097
409	0.113
410	0.099
411	0.112
412	0.126
413	0.112
414	0.126
415	0.094
416	0.112
417	0.122
418	0.116
419	0.095
420	0.129
421	0.136
422	0.117
423	0.13
424	0.124
425	0.141
426	0.124
427	0.155
428	0.114
429	0.122
430	0.122
431	0.124
432	0.123
433	0.133
434	0.143
435	0.143
436	0.133
437	0.118
438	0.128
439	0.122
440	0.155
441	0.139
442	0.126
443	0.155
444	0.166
445	0.147
446	0.164
447	0.149
448	0.169
449	0.165
450	0.165
451	0.139
452	0.141
453	0.146
454	0.151
455	0.155
456	0.149
457	0.145
458	0.152
459	0.166
460	0.169
461	0.172
462	0.17
463	0.169
464	0.178
465	0.189
466	0.178
467	0.221
468	0.177
469	0.19
470	0.183
471	0.16
472	0.189
473	0.193
474	0.174
475	0.182
476	0.187
477	0.205
478	0.2
479	0.186
480	0.188
481	0.198
482	0.186
483	0.174
484	0.201
485	0.203
486	0.204
487	0.208
488	0.21
489	0.218
490	0.209
491	0.2
492	0.214
493	0.214
494	0.223
495	0.22
496	0.232
497	0.224
498	0.243
499	0.198
500	0.224
